timestamp,scenario,intersection_id,direction,density,queue,avg_speed,flow,capacity,phase
985.0,normal,C,W,0.14,0.0,11.75,36.0,50.0,2.0
990.0,normal,C,N,0.46,19.0,0.58,0.0,50.0,3.0
990.0,normal,C,S,0.48,22.0,0.39,0.0,50.0,3.0
990.0,normal,C,E,0.2,0.0,9.75,34.0,50.0,3.0
990.0,normal,C,W,0.18,0.0,10.35,34.0,50.0,3.0
995.0,normal,C,N,0.44,18.0,0.55,4.0,50.0,0.0
995.0,normal,C,S,0.46,19.0,0.53,4.0,50.0,0.0
995.0,normal,C,E,0.22,3.0,5.02,28.0,50.0,0.0
995.0,normal,C,W,0.22,4.0,5.49,28.0,50.0,0.0
1000.0,normal,C,N,0.42,16.0,1.07,8.0,50.0,0.0
1000.0,normal,C,S,0.4,16.0,0.9,10.0,50.0,0.0
1000.0,normal,C,E,0.22,8.0,2.39,24.0,50.0,0.0
1000.0,normal,C,W,0.24,7.0,3.57,24.0,50.0,0.0
1005.0,normal,C,N,0.36,13.0,1.6,14.0,50.0,0.0
1005.0,normal,C,S,0.36,13.0,2.13,14.0,50.0,0.0
1005.0,normal,C,E,0.26,10.0,1.27,18.0,50.0,0.0
1005.0,normal,C,W,0.28,9.0,2.15,18.0,50.0,0.0
1010.0,normal,C,N,0.3,9.0,2.77,20.0,50.0,0.0
1010.0,normal,C,S,0.3,8.0,3.07,20.0,50.0,0.0
1010.0,normal,C,E,0.3,11.0,2.35,12.0,50.0,0.0
1010.0,normal,C,W,0.32,11.0,2.7,14.0,50.0,0.0
1015.0,normal,C,N,0.26,4.0,5.03,24.0,50.0,0.0
1015.0,normal,C,S,0.26,4.0,5.17,24.0,50.0,0.0
1015.0,normal,C,E,0.34,12.0,2.61,8.0,50.0,0.0
1015.0,normal,C,W,0.36,13.0,1.94,8.0,50.0,0.0
1020.0,normal,C,N,0.2,0.0,7.94,30.0,50.0,0.0
1020.0,normal,C,S,0.2,0.0,7.75,30.0,50.0,0.0
1020.0,normal,C,E,0.4,14.0,1.77,4.0,50.0,0.0
1020.0,normal,C,W,0.4,15.0,1.5,2.0,50.0,0.0
1025.0,normal,C,N,0.16,0.0,11.04,34.0,50.0,0.0
1025.0,normal,C,S,0.14,0.0,10.68,36.0,50.0,0.0
1025.0,normal,C,E,0.44,17.0,0.94,0.0,50.0,0.0
1025.0,normal,C,W,0.44,18.0,0.71,0.0,50.0,0.0
1030.0,normal,C,N,0.12,0.0,11.41,36.0,50.0,0.0
1030.0,normal,C,S,0.14,0.0,11.62,36.0,50.0,0.0
1030.0,normal,C,E,0.46,20.0,0.52,0.0,50.0,0.0
1030.0,normal,C,W,0.48,22.0,0.44,0.0,50.0,0.0
1035.0,normal,C,N,0.12,0.0,10.42,36.0,50.0,1.0
1035.0,normal,C,S,0.16,0.0,8.63,32.0,50.0,1.0
1035.0,normal,C,E,0.5,23.0,0.16,0.0,50.0,1.0
1035.0,normal,C,W,0.5,23.0,0.16,0.0,50.0,1.0
1040.0,normal,C,N,0.14,3.0,6.35,30.0,50.0,2.0
1040.0,normal,C,S,0.2,3.0,7.19,28.0,50.0,2.0
1040.0,normal,C,E,0.46,21.0,0.29,4.0,50.0,2.0
1040.0,normal,C,W,0.46,20.0,0.33,4.0,50.0,2.0
1045.0,normal,C,N,0.16,4.0,3.61,24.0,50.0,2.0
1045.0,normal,C,S,0.22,5.0,4.0,22.0,50.0,2.0
1045.0,normal,C,E,0.42,17.0,0.98,8.0,50.0,2.0
1045.0,normal,C,W,0.42,17.0,1.15,8.0,50.0,2.0
1050.0,normal,C,N,0.2,6.0,3.74,20.0,50.0,2.0
1050.0,normal,C,S,0.24,9.0,1.52,18.0,50.0,2.0
1050.0,normal,C,E,0.36,12.0,1.73,14.0,50.0,2.0
1050.0,normal,C,W,0.36,13.0,1.98,14.0,50.0,2.0
1055.0,normal,C,N,0.24,7.0,3.95,14.0,50.0,2.0
1055.0,normal,C,S,0.28,11.0,1.18,12.0,50.0,2.0
1055.0,normal,C,E,0.32,8.0,3.35,18.0,50.0,2.0
1055.0,normal,C,W,0.3,8.0,3.25,20.0,50.0,2.0
1060.0,normal,C,N,0.3,9.0,3.77,10.0,50.0,2.0
1060.0,normal,C,S,0.3,11.0,2.15,6.0,50.0,2.0
1060.0,normal,C,E,0.26,4.0,5.01,24.0,50.0,2.0
1060.0,normal,C,W,0.26,3.0,5.56,24.0,50.0,2.0
1065.0,normal,C,N,0.34,10.0,3.1,4.0,50.0,2.0
1065.0,normal,C,S,0.34,12.0,2.08,2.0,50.0,2.0
1065.0,normal,C,E,0.2,0.0,7.79,30.0,50.0,2.0
1065.0,normal,C,W,0.2,0.0,8.33,30.0,50.0,2.0
1070.0,normal,C,N,0.4,14.0,1.61,0.0,50.0,2.0
1070.0,normal,C,S,0.38,14.0,1.54,0.0,50.0,2.0
1070.0,normal,C,E,0.16,0.0,11.36,34.0,50.0,2.0
1070.0,normal,C,W,0.16,0.0,11.67,36.0,50.0,2.0
1075.0,normal,C,N,0.44,17.0,1.11,0.0,50.0,2.0
1075.0,normal,C,S,0.42,17.0,0.86,0.0,50.0,2.0
1075.0,normal,C,E,0.14,0.0,12.81,36.0,50.0,2.0
1075.0,normal,C,W,0.14,0.0,11.27,36.0,50.0,2.0
1080.0,normal,C,N,0.48,22.0,0.42,0.0,50.0,3.0
1080.0,normal,C,S,0.46,20.0,0.52,0.0,50.0,3.0
1080.0,normal,C,E,0.14,0.0,11.99,36.0,50.0,3.0
1080.0,normal,C,W,0.12,0.0,9.63,36.0,50.0,3.0
1085.0,normal,C,N,0.46,19.0,0.47,4.0,50.0,0.0
1085.0,normal,C,S,0.44,18.0,0.59,4.0,50.0,0.0
1085.0,normal,C,E,0.18,3.0,6.43,30.0,50.0,0.0
1085.0,normal,C,W,0.12,3.0,4.73,30.0,50.0,0.0
1090.0,normal,C,N,0.42,16.0,1.09,8.0,50.0,0.0
1090.0,normal,C,S,0.42,16.0,0.97,8.0,50.0,0.0
1090.0,normal,C,E,0.2,6.0,3.96,26.0,50.0,0.0
1090.0,normal,C,W,0.12,5.0,0.8,24.0,50.0,0.0
1095.0,normal,C,N,0.36,12.0,2.13,14.0,50.0,0.0
1095.0,normal,C,S,0.36,12.0,1.7,14.0,50.0,0.0
1095.0,normal,C,E,0.24,8.0,2.59,20.0,50.0,0.0
1095.0,normal,C,W,0.16,6.0,1.05,20.0,50.0,0.0
1100.0,normal,C,N,0.3,8.0,3.18,20.0,50.0,0.0
1100.0,normal,C,S,0.32,8.0,3.45,18.0,50.0,0.0
1100.0,normal,C,E,0.3,10.0,3.09,14.0,50.0,0.0
1100.0,normal,C,W,0.2,6.0,3.24,14.0,50.0,0.0
1105.0,normal,C,N,0.26,4.0,5.69,24.0,50.0,0.0
1105.0,normal,C,S,0.26,4.0,4.77,24.0,50.0,0.0
1105.0,normal,C,E,0.34,11.0,2.58,10.0,50.0,0.0
1105.0,normal,C,W,0.24,6.0,4.9,8.0,50.0,0.0
1110.0,normal,C,N,0.2,0.0,8.1,30.0,50.0,0.0
1110.0,normal,C,S,0.22,0.0,7.41,28.0,50.0,0.0
1110.0,normal,C,E,0.38,14.0,1.75,4.0,50.0,0.0
1110.0,normal,C,W,0.28,7.0,4.71,4.0,50.0,0.0
1115.0,normal,C,N,0.16,0.0,10.27,34.0,50.0,0.0
1115.0,normal,C,S,0.18,0.0,10.11,34.0,50.0,0.0
1115.0,normal,C,E,0.42,17.0,1.15,0.0,50.0,0.0
1115.0,normal,C,W,0.34,11.0,2.84,0.0,50.0,0.0
1120.0,normal,C,N,0.14,0.0,10.85,36.0,50.0,0.0
1120.0,normal,C,S,0.18,0.0,10.65,34.0,50.0,0.0
1120.0,normal,C,E,0.44,19.0,0.58,0.0,50.0,0.0
1120.0,normal,C,W,0.38,13.0,2.03,0.0,50.0,0.0
1125.0,normal,C,N,0.16,1.0,9.28,34.0,50.0,1.0
1125.0,normal,C,S,0.18,0.0,9.61,34.0,50.0,1.0
1125.0,normal,C,E,0.48,22.0,0.46,0.0,50.0,1.0
1125.0,normal,C,W,0.42,17.0,1.06,0.0,50.0,1.0
1130.0,normal,C,N,0.22,3.0,6.44,28.0,50.0,2.0
1130.0,normal,C,S,0.2,4.0,5.27,28.0,50.0,2.0
1130.0,normal,C,E,0.46,19.0,0.43,4.0,50.0,2.0
1130.0,normal,C,W,0.42,15.0,1.01,4.0,50.0,2.0
1135.0,normal,C,N,0.22,6.0,3.51,22.0,50.0,2.0
1135.0,normal,C,S,0.24,6.0,3.79,24.0,50.0,2.0
1135.0,normal,C,E,0.42,16.0,1.1,8.0,50.0,2.0
1135.0,normal,C,W,0.42,13.0,1.39,8.0,50.0,2.0
1140.0,normal,C,N,0.22,9.0,0.51,18.0,50.0,2.0
1140.0,normal,C,S,0.26,9.0,2.05,18.0,50.0,2.0
1140.0,normal,C,E,0.36,12.0,1.71,14.0,50.0,2.0
1140.0,normal,C,W,0.36,12.0,1.57,14.0,50.0,2.0
1145.0,normal,C,N,0.24,11.0,0.32,12.0,50.0,2.0
1145.0,normal,C,S,0.3,11.0,1.85,14.0,50.0,2.0
1145.0,normal,C,E,0.32,8.0,3.49,18.0,50.0,2.0
1145.0,normal,C,W,0.32,8.0,3.21,18.0,50.0,2.0
1150.0,normal,C,N,0.28,11.0,1.74,8.0,50.0,2.0
1150.0,normal,C,S,0.34,12.0,2.7,8.0,50.0,2.0
1150.0,normal,C,E,0.26,4.0,5.08,24.0,50.0,2.0
1150.0,normal,C,W,0.26,4.0,4.88,24.0,50.0,2.0
1155.0,normal,C,N,0.32,11.0,2.59,2.0,50.0,2.0
1155.0,normal,C,S,0.4,14.0,1.56,4.0,50.0,2.0
1155.0,normal,C,E,0.22,0.0,7.76,28.0,50.0,2.0
1155.0,normal,C,W,0.22,0.0,7.32,28.0,50.0,2.0
1160.0,normal,C,N,0.38,13.0,2.24,0.0,50.0,2.0
1160.0,normal,C,S,0.44,17.0,1.02,0.0,50.0,2.0
1160.0,normal,C,E,0.18,0.0,10.01,34.0,50.0,2.0
1160.0,normal,C,W,0.16,0.0,9.66,34.0,50.0,2.0
1165.0,normal,C,N,0.42,16.0,1.15,0.0,50.0,2.0
1165.0,normal,C,S,0.46,20.0,0.53,0.0,50.0,2.0
1165.0,normal,C,E,0.16,0.0,10.23,36.0,50.0,2.0
1165.0,normal,C,W,0.14,0.0,11.22,34.0,50.0,2.0
1170.0,normal,C,N,0.44,19.0,0.71,0.0,50.0,3.0
1170.0,normal,C,S,0.5,23.0,0.19,0.0,50.0,3.0
1170.0,normal,C,E,0.2,1.0,7.84,32.0,50.0,3.0
1170.0,normal,C,W,0.16,0.0,10.19,34.0,50.0,3.0
1175.0,normal,C,N,0.44,16.0,0.82,4.0,50.0,0.0
1175.0,normal,C,S,0.46,20.0,0.41,4.0,50.0,0.0
1175.0,normal,C,E,0.22,5.0,3.87,26.0,50.0,0.0
1175.0,normal,C,W,0.2,3.0,6.71,28.0,50.0,0.0
1180.0,normal,C,N,0.42,15.0,1.21,8.0,50.0,0.0
1180.0,normal,C,S,0.42,17.0,1.13,8.0,50.0,0.0
1180.0,normal,C,E,0.22,8.0,1.71,22.0,50.0,0.0
1180.0,normal,C,W,0.22,5.0,4.83,24.0,50.0,0.0
1185.0,normal,C,N,0.36,12.0,1.85,14.0,50.0,0.0
1185.0,normal,C,S,0.36,12.0,1.83,14.0,50.0,0.0
1185.0,normal,C,E,0.24,10.0,1.39,16.0,50.0,0.0
1185.0,normal,C,W,0.26,9.0,2.22,18.0,50.0,0.0
1190.0,normal,C,N,0.32,7.0,3.37,18.0,50.0,0.0
1190.0,normal,C,S,0.32,7.0,3.27,18.0,50.0,0.0
1190.0,normal,C,E,0.28,11.0,1.5,12.0,50.0,0.0
1190.0,normal,C,W,0.3,10.0,2.05,14.0,50.0,0.0
1195.0,normal,C,N,0.26,3.0,5.23,24.0,50.0,0.0
1195.0,normal,C,S,0.26,3.0,5.33,24.0,50.0,0.0
1195.0,normal,C,E,0.32,12.0,1.95,6.0,50.0,0.0
1195.0,normal,C,W,0.34,12.0,2.36,8.0,50.0,0.0
1200.0,normal,C,N,0.2,0.0,7.65,30.0,50.0,0.0
1200.0,normal,C,S,0.22,0.0,7.67,28.0,50.0,0.0
1200.0,normal,C,E,0.36,13.0,1.91,0.0,50.0,0.0
1200.0,normal,C,W,0.36,14.0,1.75,4.0,50.0,0.0
1205.0,normal,C,N,0.18,0.0,9.97,34.0,50.0,0.0
1205.0,normal,C,S,0.16,0.0,9.87,34.0,50.0,0.0
1205.0,normal,C,E,0.4,15.0,1.68,0.0,50.0,0.0
1205.0,normal,C,W,0.4,16.0,1.14,0.0,50.0,0.0
1210.0,normal,C,N,0.18,0.0,12.06,36.0,50.0,0.0
1210.0,normal,C,S,0.16,0.0,11.14,34.0,50.0,0.0
1210.0,normal,C,E,0.44,18.0,0.86,0.0,50.0,0.0
1210.0,normal,C,W,0.44,19.0,0.79,0.0,50.0,0.0
1215.0,normal,C,N,0.18,0.0,9.42,34.0,50.0,1.0
1215.0,normal,C,S,0.16,0.0,9.49,34.0,50.0,1.0
1215.0,normal,C,E,0.48,21.0,0.43,0.0,50.0,1.0
1215.0,normal,C,W,0.48,21.0,0.38,0.0,50.0,1.0
1220.0,normal,C,N,0.2,3.0,5.04,28.0,50.0,2.0
1220.0,normal,C,S,0.16,3.0,5.54,28.0,50.0,2.0
1220.0,normal,C,E,0.46,19.0,0.48,4.0,50.0,2.0
1220.0,normal,C,W,0.46,18.0,0.48,4.0,50.0,2.0
1225.0,normal,C,N,0.22,7.0,1.82,24.0,50.0,2.0
1225.0,normal,C,S,0.16,7.0,1.14,24.0,50.0,2.0
1225.0,normal,C,E,0.42,16.0,1.11,8.0,50.0,2.0
1225.0,normal,C,W,0.42,16.0,1.17,8.0,50.0,2.0
1230.0,normal,C,N,0.26,10.0,1.77,18.0,50.0,2.0
1230.0,normal,C,S,0.18,9.0,0.0,18.0,50.0,2.0
1230.0,normal,C,E,0.36,12.0,1.99,14.0,50.0,2.0
1230.0,normal,C,W,0.36,12.0,1.84,14.0,50.0,2.0
1235.0,normal,C,N,0.3,10.0,2.15,12.0,50.0,2.0
1235.0,normal,C,S,0.2,8.0,1.34,14.0,50.0,2.0
1235.0,normal,C,E,0.3,8.0,3.07,20.0,50.0,2.0
1235.0,normal,C,W,0.3,8.0,3.0,20.0,50.0,2.0
1240.0,normal,C,N,0.34,12.0,2.11,8.0,50.0,2.0
1240.0,normal,C,S,0.26,8.0,3.61,8.0,50.0,2.0
1240.0,normal,C,E,0.26,4.0,5.4,24.0,50.0,2.0
1240.0,normal,C,W,0.26,4.0,5.1,24.0,50.0,2.0
1245.0,normal,C,N,0.38,14.0,1.99,2.0,50.0,2.0
1245.0,normal,C,S,0.3,9.0,4.07,4.0,50.0,2.0
1245.0,normal,C,E,0.2,0.0,8.46,30.0,50.0,2.0
1245.0,normal,C,W,0.2,0.0,7.56,30.0,50.0,2.0
1250.0,normal,C,N,0.42,17.0,1.16,0.0,50.0,2.0
1250.0,normal,C,S,0.34,11.0,2.65,0.0,50.0,2.0
1250.0,normal,C,E,0.16,0.0,10.46,34.0,50.0,2.0
1250.0,normal,C,W,0.18,0.0,10.78,34.0,50.0,2.0
1255.0,normal,C,N,0.46,19.0,0.53,0.0,50.0,2.0
1255.0,normal,C,S,0.4,14.0,1.77,0.0,50.0,2.0
1255.0,normal,C,E,0.16,0.0,10.98,36.0,50.0,2.0
1255.0,normal,C,W,0.14,0.0,10.81,36.0,50.0,2.0
1260.0,normal,C,N,0.48,22.0,0.31,0.0,50.0,3.0
1260.0,normal,C,S,0.42,17.0,0.85,0.0,50.0,3.0
1260.0,normal,C,E,0.2,0.0,9.71,34.0,50.0,3.0
1260.0,normal,C,W,0.16,0.0,9.21,34.0,50.0,3.0
1265.0,normal,C,N,0.46,19.0,0.35,4.0,50.0,0.0
1265.0,normal,C,S,0.42,15.0,0.95,4.0,50.0,0.0
1265.0,normal,C,E,0.22,4.0,5.92,28.0,50.0,0.0
1265.0,normal,C,W,0.18,4.0,4.25,28.0,50.0,0.0
1270.0,normal,C,N,0.42,16.0,1.08,8.0,50.0,0.0
1270.0,normal,C,S,0.42,15.0,1.46,8.0,50.0,0.0
1270.0,normal,C,E,0.22,7.0,2.6,22.0,50.0,0.0
1270.0,normal,C,W,0.18,6.0,1.78,22.0,50.0,0.0
1275.0,normal,C,N,0.36,12.0,1.82,14.0,50.0,0.0
1275.0,normal,C,S,0.36,13.0,1.81,14.0,50.0,0.0
1275.0,normal,C,E,0.22,10.0,0.09,18.0,50.0,0.0
1275.0,normal,C,W,0.22,8.0,1.72,18.0,50.0,0.0
1280.0,normal,C,N,0.3,8.0,3.04,20.0,50.0,0.0
1280.0,normal,C,S,0.32,8.0,3.53,18.0,50.0,0.0
1280.0,normal,C,E,0.26,11.0,0.8,12.0,50.0,0.0
1280.0,normal,C,W,0.26,9.0,2.75,12.0,50.0,0.0
1285.0,normal,C,N,0.26,4.0,4.76,24.0,50.0,0.0
1285.0,normal,C,S,0.26,4.0,4.88,24.0,50.0,0.0
1285.0,normal,C,E,0.3,11.0,2.34,8.0,50.0,0.0
1285.0,normal,C,W,0.3,9.0,3.48,8.0,50.0,0.0
1290.0,normal,C,N,0.22,0.0,7.2,28.0,50.0,0.0
1290.0,normal,C,S,0.2,1.0,7.39,30.0,50.0,0.0
1290.0,normal,C,E,0.34,12.0,2.17,2.0,50.0,0.0
1290.0,normal,C,W,0.36,12.0,2.52,2.0,50.0,0.0
1295.0,normal,C,N,0.18,0.0,8.91,32.0,50.0,0.0
1295.0,normal,C,S,0.18,0.0,10.49,34.0,50.0,0.0
1295.0,normal,C,E,0.38,14.0,1.66,0.0,50.0,0.0
1295.0,normal,C,W,0.4,15.0,1.4,0.0,50.0,0.0
1300.0,normal,C,N,0.16,0.0,9.97,34.0,50.0,0.0
1300.0,normal,C,S,0.14,0.0,12.89,36.0,50.0,0.0
1300.0,normal,C,E,0.42,17.0,1.04,0.0,50.0,0.0
1300.0,normal,C,W,0.44,18.0,0.86,0.0,50.0,0.0
1305.0,normal,C,N,0.18,1.0,9.06,32.0,50.0,1.0
1305.0,normal,C,S,0.16,0.0,12.21,36.0,50.0,1.0
1305.0,normal,C,E,0.44,19.0,0.63,0.0,50.0,1.0
1305.0,normal,C,W,0.48,21.0,0.5,0.0,50.0,1.0
1310.0,normal,C,N,0.18,4.0,3.59,26.0,50.0,2.0
1310.0,normal,C,S,0.22,3.0,8.03,30.0,50.0,2.0
1310.0,normal,C,E,0.44,17.0,0.75,4.0,50.0,2.0
1310.0,normal,C,W,0.46,18.0,0.44,4.0,50.0,2.0
1315.0,normal,C,N,0.18,7.0,0.45,20.0,50.0,2.0
1315.0,normal,C,S,0.26,6.0,5.49,26.0,50.0,2.0
1315.0,normal,C,E,0.42,15.0,1.15,8.0,50.0,2.0
1315.0,normal,C,W,0.42,16.0,1.06,8.0,50.0,2.0
1320.0,normal,C,N,0.2,10.0,0.01,16.0,50.0,2.0
1320.0,normal,C,S,0.28,9.0,2.96,20.0,50.0,2.0
1320.0,normal,C,E,0.36,12.0,2.02,14.0,50.0,2.0
1320.0,normal,C,W,0.36,12.0,1.69,14.0,50.0,2.0
1325.0,normal,C,N,0.22,9.0,1.49,12.0,50.0,2.0
1325.0,normal,C,S,0.32,13.0,1.24,14.0,50.0,2.0
1325.0,normal,C,E,0.3,8.0,3.21,20.0,50.0,2.0
1325.0,normal,C,W,0.32,8.0,3.38,18.0,50.0,2.0
1330.0,normal,C,N,0.26,9.0,2.96,8.0,50.0,2.0
1330.0,normal,C,S,0.36,14.0,1.71,10.0,50.0,2.0
1330.0,normal,C,E,0.26,4.0,5.55,24.0,50.0,2.0
1330.0,normal,C,W,0.26,4.0,4.99,24.0,50.0,2.0
1335.0,normal,C,N,0.32,10.0,3.04,2.0,50.0,2.0
1335.0,normal,C,S,0.4,15.0,1.34,4.0,50.0,2.0
1335.0,normal,C,E,0.2,0.0,8.36,30.0,50.0,2.0
1335.0,normal,C,W,0.2,0.0,7.81,30.0,50.0,2.0
1340.0,normal,C,N,0.36,12.0,2.17,0.0,50.0,2.0
1340.0,normal,C,S,0.44,18.0,0.88,0.0,50.0,2.0
1340.0,normal,C,E,0.16,0.0,11.17,36.0,50.0,2.0
1340.0,normal,C,W,0.18,0.0,10.62,34.0,50.0,2.0
1345.0,normal,C,N,0.4,15.0,1.57,0.0,50.0,2.0
1345.0,normal,C,S,0.48,21.0,0.39,0.0,50.0,2.0
1345.0,normal,C,E,0.16,0.0,11.88,36.0,50.0,2.0
1345.0,normal,C,W,0.14,0.0,11.4,36.0,50.0,2.0
1350.0,normal,C,N,0.44,17.0,0.88,0.0,50.0,3.0
1350.0,normal,C,S,0.5,24.0,0.04,0.0,50.0,3.0
1350.0,normal,C,E,0.18,0.0,10.25,36.0,50.0,3.0
1350.0,normal,C,W,0.18,0.0,10.03,34.0,50.0,3.0
1355.0,normal,C,N,0.42,17.0,0.71,4.0,50.0,0.0
1355.0,normal,C,S,0.46,21.0,0.31,4.0,50.0,0.0
1355.0,normal,C,E,0.22,3.0,6.11,30.0,50.0,0.0
1355.0,normal,C,W,0.2,4.0,5.04,28.0,50.0,0.0
1360.0,normal,C,N,0.42,14.0,1.2,8.0,50.0,0.0
1360.0,normal,C,S,0.42,16.0,1.16,8.0,50.0,0.0
1360.0,normal,C,E,0.26,6.0,4.62,24.0,50.0,0.0
1360.0,normal,C,W,0.22,7.0,3.71,24.0,50.0,0.0
1365.0,normal,C,N,0.36,12.0,1.82,14.0,50.0,0.0
1365.0,normal,C,S,0.36,12.0,2.07,14.0,50.0,0.0
1365.0,normal,C,E,0.3,9.0,2.45,20.0,50.0,0.0
1365.0,normal,C,W,0.24,8.0,2.28,18.0,50.0,0.0
1370.0,normal,C,N,0.32,8.0,3.47,18.0,50.0,0.0
1370.0,normal,C,S,0.3,8.0,3.21,20.0,50.0,0.0
1370.0,normal,C,E,0.34,12.0,2.33,14.0,50.0,0.0
1370.0,normal,C,W,0.28,10.0,1.9,12.0,50.0,0.0
1375.0,normal,C,N,0.26,4.0,5.3,24.0,50.0,0.0
1375.0,normal,C,S,0.26,3.0,5.7,24.0,50.0,0.0
1375.0,normal,C,E,0.38,15.0,1.53,8.0,50.0,0.0
1375.0,normal,C,W,0.32,12.0,2.37,8.0,50.0,0.0
1380.0,normal,C,N,0.2,0.0,6.94,30.0,50.0,0.0
1380.0,normal,C,S,0.2,0.0,8.57,30.0,50.0,0.0
1380.0,normal,C,E,0.42,17.0,1.09,4.0,50.0,0.0
1380.0,normal,C,W,0.36,13.0,1.99,2.0,50.0,0.0
1385.0,normal,C,N,0.2,0.0,9.0,32.0,50.0,0.0
1385.0,normal,C,S,0.16,0.0,11.9,36.0,50.0,0.0
1385.0,normal,C,E,0.46,20.0,0.59,0.0,50.0,0.0
1385.0,normal,C,W,0.4,15.0,1.37,0.0,50.0,0.0
1390.0,normal,C,N,0.18,0.0,9.05,34.0,50.0,0.0
1390.0,normal,C,S,0.16,0.0,11.56,38.0,50.0,0.0
1390.0,normal,C,E,0.5,22.0,0.21,0.0,50.0,0.0
1390.0,normal,C,W,0.44,18.0,0.68,0.0,50.0,0.0
1395.0,normal,C,N,0.18,0.0,8.42,32.0,50.0,1.0
1395.0,normal,C,S,0.18,0.0,10.48,36.0,50.0,1.0
1395.0,normal,C,E,0.5,25.0,0.0,0.0,50.0,1.0
1395.0,normal,C,W,0.46,20.0,0.4,0.0,50.0,1.0
1400.0,normal,C,N,0.2,3.0,4.64,26.0,50.0,2.0
1400.0,normal,C,S,0.22,3.0,6.39,30.0,50.0,2.0
1400.0,normal,C,E,0.46,21.0,0.24,4.0,50.0,2.0
1400.0,normal,C,W,0.46,19.0,0.45,4.0,50.0,2.0
1405.0,normal,C,N,0.2,6.0,1.72,22.0,50.0,2.0
1405.0,normal,C,S,0.28,6.0,4.28,24.0,50.0,2.0
1405.0,normal,C,E,0.42,17.0,0.78,8.0,50.0,2.0
1405.0,normal,C,W,0.42,16.0,1.06,8.0,50.0,2.0
1410.0,normal,C,N,0.24,10.0,1.02,16.0,50.0,2.0
1410.0,normal,C,S,0.3,10.0,2.91,20.0,50.0,2.0
1410.0,normal,C,E,0.38,12.0,1.89,12.0,50.0,2.0
1410.0,normal,C,W,0.36,12.0,1.8,14.0,50.0,2.0
1415.0,normal,C,N,0.28,10.0,2.61,10.0,50.0,2.0
1415.0,normal,C,S,0.34,13.0,1.59,14.0,50.0,2.0
1415.0,normal,C,E,0.32,9.0,3.08,18.0,50.0,2.0
1415.0,normal,C,W,0.32,8.0,3.31,18.0,50.0,2.0
1420.0,normal,C,N,0.32,11.0,2.38,8.0,50.0,2.0
1420.0,normal,C,S,0.38,15.0,1.1,8.0,50.0,2.0
1420.0,normal,C,E,0.26,4.0,4.66,24.0,50.0,2.0
1420.0,normal,C,W,0.26,4.0,4.24,24.0,50.0,2.0
1425.0,normal,C,N,0.36,13.0,2.31,2.0,50.0,2.0
1425.0,normal,C,S,0.42,17.0,1.01,2.0,50.0,2.0
1425.0,normal,C,E,0.22,0.0,7.54,28.0,50.0,2.0
1425.0,normal,C,W,0.22,0.0,7.05,28.0,50.0,2.0
1430.0,normal,C,N,0.42,16.0,1.32,0.0,50.0,2.0
1430.0,normal,C,S,0.46,19.0,0.71,0.0,50.0,2.0
1430.0,normal,C,E,0.18,0.0,10.56,34.0,50.0,2.0
1430.0,normal,C,W,0.18,0.0,9.41,34.0,50.0,2.0
1435.0,normal,C,N,0.44,19.0,0.73,0.0,50.0,2.0
1435.0,normal,C,S,0.48,21.0,0.38,0.0,50.0,2.0
1435.0,normal,C,E,0.16,0.0,12.24,36.0,50.0,2.0
1435.0,normal,C,W,0.18,0.0,10.91,34.0,50.0,2.0
1440.0,normal,C,N,0.48,21.0,0.35,0.0,50.0,3.0
1440.0,normal,C,S,0.5,24.0,0.03,0.0,50.0,3.0
1440.0,normal,C,E,0.18,0.0,9.22,34.0,50.0,3.0
1440.0,normal,C,W,0.18,0.0,9.97,34.0,50.0,3.0
1445.0,normal,C,N,0.46,19.0,0.42,4.0,50.0,0.0
1445.0,normal,C,S,0.46,20.0,0.37,4.0,50.0,0.0
1445.0,normal,C,E,0.2,4.0,4.99,30.0,50.0,0.0
1445.0,normal,C,W,0.22,3.0,6.78,28.0,50.0,0.0
1450.0,normal,C,N,0.42,16.0,1.15,8.0,50.0,0.0
1450.0,normal,C,S,0.42,16.0,1.2,8.0,50.0,0.0
1450.0,normal,C,E,0.22,7.0,1.26,24.0,50.0,0.0
1450.0,normal,C,W,0.24,7.0,3.22,24.0,50.0,0.0
1455.0,normal,C,N,0.36,12.0,1.98,14.0,50.0,0.0
1455.0,normal,C,S,0.36,12.0,2.04,14.0,50.0,0.0
1455.0,normal,C,E,0.24,10.0,1.64,18.0,50.0,0.0
1455.0,normal,C,W,0.26,10.0,1.4,18.0,50.0,0.0
1460.0,normal,C,N,0.3,8.0,2.98,20.0,50.0,0.0
1460.0,normal,C,S,0.3,8.0,3.1,20.0,50.0,0.0
1460.0,normal,C,E,0.28,10.0,2.1,14.0,50.0,0.0
1460.0,normal,C,W,0.3,12.0,1.34,14.0,50.0,0.0
1465.0,normal,C,N,0.26,4.0,5.31,24.0,50.0,0.0
1465.0,normal,C,S,0.26,4.0,5.44,24.0,50.0,0.0
1465.0,normal,C,E,0.32,11.0,2.09,8.0,50.0,0.0
1465.0,normal,C,W,0.34,12.0,2.31,8.0,50.0,0.0
1470.0,normal,C,N,0.2,0.0,7.82,30.0,50.0,0.0
1470.0,normal,C,S,0.2,0.0,8.17,30.0,50.0,0.0
1470.0,normal,C,E,0.36,13.0,2.25,2.0,50.0,0.0
